Datetime,Close,High,Low,Open,Volume
2023-08-24 09:30:00-04:00,56.5099983215332,57.65999984741211,56.5099983215332,57.439998626708984,1037885
2023-08-24 10:30:00-04:00,56.709999084472656,56.7400016784668,56.220001220703125,56.5099983215332,626011
2023-08-24 11:30:00-04:00,56.77000045776367,56.849998474121094,56.551998138427734,56.709999084472656,348164
2023-08-24 12:30:00-04:00,56.900001525878906,57.06999969482422,56.68000030517578,56.75,321252
2023-08-24 13:30:00-04:00,57.08000183105469,57.165000915527344,56.70000076293945,56.90999984741211,420157
2023-08-24 14:30:00-04:00,56.845001220703125,57.150001525878906,56.814998626708984,57.09000015258789,397894
2023-08-24 15:30:00-04:00,56.709999084472656,56.959999084472656,56.709999084472656,56.86000061035156,581648
2023-08-25 09:30:00-04:00,56.2400016784668,56.875,56.130001068115234,56.779998779296875,406357
2023-08-25 10:30:00-04:00,56.060001373291016,56.25,55.619998931884766,56.25,311053
2023-08-25 11:30:00-04:00,56.18000030517578,56.18000030517578,55.81999969482422,56.060001373291016,192678
2023-08-25 12:30:00-04:00,56.15999984741211,56.38999938964844,56.09000015258789,56.189998626708984,186051
2023-08-25 13:30:00-04:00,56.4900016784668,56.4900016784668,56.0,56.165000915527344,272442
2023-08-25 14:30:00-04:00,56.5099983215332,56.58000183105469,56.349998474121094,56.5,299465
2023-08-25 15:30:00-04:00,56.2400016784668,56.52000045776367,56.165000915527344,56.51499938964844,480153
2023-08-28 09:30:00-04:00,57.369998931884766,57.478599548339844,56.06999969482422,56.36000061035156,1109228
2023-08-28 10:30:00-04:00,57.02000045776367,57.400001525878906,56.90999984741211,57.36000061035156,396233
2023-08-28 11:30:00-04:00,56.95000076293945,57.11000061035156,56.84000015258789,57.025001525878906,322074
2023-08-28 12:30:00-04:00,57.439998626708984,57.44599914550781,56.90999984741211,56.95000076293945,145086
2023-08-28 13:30:00-04:00,57.220001220703125,57.5,57.130001068115234,57.45000076293945,195346
2023-08-28 14:30:00-04:00,56.92499923706055,57.31990051269531,56.86000061035156,57.209999084472656,459008
2023-08-28 15:30:00-04:00,57.189998626708984,57.22999954223633,56.880001068115234,56.91999816894531,466312
2023-08-29 09:30:00-04:00,56.959999084472656,57.279998779296875,56.720001220703125,57.18000030517578,1284268
2023-08-29 10:30:00-04:00,56.91999816894531,57.11000061035156,56.689998626708984,56.970001220703125,645071
2023-08-29 11:30:00-04:00,57.060001373291016,57.11000061035156,56.709999084472656,56.93000030517578,597013
2023-08-29 12:30:00-04:00,56.709999084472656,57.09000015258789,56.70000076293945,57.05500030517578,361127
2023-08-29 13:30:00-04:00,56.45000076293945,56.849998474121094,56.380001068115234,56.72999954223633,392507
2023-08-29 14:30:00-04:00,56.4900016784668,56.56999969482422,56.31999969482422,56.45000076293945,419323
2023-08-29 15:30:00-04:00,56.369998931884766,56.61000061035156,56.34000015258789,56.47999954223633,517087
2023-08-30 09:30:00-04:00,54.790000915527344,55.150001525878906,53.619998931884766,54.68000030517578,2230866
2023-08-30 10:30:00-04:00,55.34000015258789,55.41999816894531,54.7400016784668,54.79999923706055,689938
2023-08-30 11:30:00-04:00,55.630001068115234,55.7599983215332,55.31999969482422,55.342498779296875,530258
2023-08-30 12:30:00-04:00,55.439998626708984,55.68000030517578,55.400001525878906,55.625,356756
2023-08-30 13:30:00-04:00,55.61000061035156,55.70000076293945,55.43000030517578,55.439998626708984,519101
2023-08-30 14:30:00-04:00,55.755001068115234,55.95000076293945,55.59120178222656,55.595001220703125,346796
2023-08-30 15:30:00-04:00,55.68000030517578,55.83000183105469,55.650001525878906,55.75,948846
2023-08-31 09:30:00-04:00,56.29999923706055,56.540000915527344,55.560001373291016,55.9900016784668,1140864
2023-08-31 10:30:00-04:00,56.7400016784668,56.75,56.189998626708984,56.290000915527344,569778
2023-08-31 11:30:00-04:00,56.27000045776367,56.79899978637695,56.2599983215332,56.72999954223633,367101
2023-08-31 12:30:00-04:00,56.290000915527344,56.34000015258789,56.16999816894531,56.27000045776367,386266
2023-08-31 13:30:00-04:00,56.33000183105469,56.470001220703125,56.15999984741211,56.290000915527344,431451
2023-08-31 14:30:00-04:00,56.310001373291016,56.47999954223633,56.11009979248047,56.33000183105469,473278
2023-08-31 15:30:00-04:00,56.2400016784668,56.525001525878906,56.2400016784668,56.29999923706055,1094179
2023-09-01 09:30:00-04:00,68.83999633789062,70.27999877929688,63.86000061035156,64.08999633789062,12302732
2023-09-01 10:30:00-04:00,69.19999694824219,70.25,68.66000366210938,68.8499984741211,5133549
2023-09-01 11:30:00-04:00,68.69999694824219,69.44999694824219,68.01000213623047,69.18000030517578,3309920
2023-09-01 12:30:00-04:00,68.41100311279297,68.9800033569336,68.33000183105469,68.7249984741211,1484554
2023-09-01 13:30:00-04:00,68.08999633789062,68.51000213623047,67.72000122070312,68.35749816894531,1995698
2023-09-01 14:30:00-04:00,68.45999908447266,69.48999786376953,67.94999694824219,68.09819793701172,3404021
2023-09-01 15:30:00-04:00,68.16999816894531,68.52999877929688,67.91999816894531,68.45999908447266,3007381
2023-09-05 09:30:00-04:00,69.58999633789062,69.72000122070312,67.54000091552734,68.05000305175781,2920738
2023-09-05 10:30:00-04:00,69.66000366210938,69.83000183105469,69.11000061035156,69.58999633789062,1470648
2023-09-05 11:30:00-04:00,69.1500015258789,69.70500183105469,69.05000305175781,69.66999816894531,700759
